Title,Artist,ArtistBio,Date,Medium,Dimensions,CreditLine,MoMANumber,Classification,Department,DateAcquired,CuratorApproved,ObjectID,URL,Width,Height
Shooting a Square through a Trapezoid,"Richard Serra, Harry Shunk, JÃ¡nos Kender","(American, born 1939) (German, 1924â€“2006) (Hungarian, 1937â€“2009)",1971,Gelatin silver print,"6 5/8 x 9 11/16"" (16.8 x 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and JÃ¡nos Kender,1018.2013.359,Photograph,Photography,2013-10-24,Y,176078,http://www.moma.org/collection/works/176078,16.8,24.6
Wheel,Philip Guston,"(American, born Canada. 1913â€“1980)",1980,Ink on paper,"19 x 25 3/4"" (48.3 x 65.4 cm)",Gift of Edward R. Broida,736.2005,Drawing,Drawings,2005-10-11,Y,100258,http://www.moma.org/collection/works/100258,48.3,65.4
Dorian Gray's Multi-Colored Vinyl Cloak. Costume design for the unrealized play The Picture of Dorian Gray,Jim Dine,"(American, born 1935)",1967,"Felt-tip pen, pencil, and cut-and-taped transparentized paper on paper","25 1/2 x 20"" (65.2 x 50.8 cm)",The Joan and Lester Avnet Collection,37.1978,Drawing,Drawings,1978-04-04,Y,33441,http://www.moma.org/collection/works/33441,65.2,50.8
Garry and Eileen Winogrand,Lee Friedlander,"(American, born 1934)",1972,Gelatin silver print,"7 1/8 x 10 3/8"" (18.1 x 26.3 cm)",Purchase,1014.2,Photograph,Photography,2000-10-12,N,57528,,18.1,26.3
Chicago 224,Aaron Siskind,"(American, 1903â€“1991)",1953,Gelatin silver print,"9 7/8 x 9 3/4"" (25.1 x 24.8 cm)",Gift of Frances F. L. Beatty,33.1984,Photograph,Photography,1984-01-12,Y,44336,http://www.moma.org/collection/works/44336,25.1,24.8
Untitled,Christopher Wilmarth,"(American, 1943â€“1987)",1973,Watercolor and pencil on paper,"18 x 24"" (45.7 x 61 cm)",Estate of Susan Wilmarth,40.2013,Drawing,Drawings,2013-02-05,Y,163973,http://www.moma.org/collection/works/163973,45.7,61
"(Four Boys, One Laughing)",Larry Clark,"(American, born 1943)",1963,"Gelatin silver print, printed 1980","7 5/16 x 12"" (20.2 x 30.5 cm)",Gift of Mr. Jack Yogman,295.1982,Photograph,Photography,1982-10-28,N,50123,,20.2,30.5
Slow Print,Marco Maggi,"(Uruguayan, born 1957)",2003,Pencil on paper,"20 x 16"" (50.8 x 40.6 cm)",Purchased with funds provided by Lois Plehn,245.2003,Drawing,Drawings,2003-10-07,Y,88858,http://www.moma.org/collection/works/88858,50.8,40.6
"Taos, New Mexico",Lee Friedlander,"(American, born 1934)",1974,Gelatin silver print,"6 1/2 x 9 13/16"" (16.5 x 24.9 cm)",Purchase,438.2,Photograph,Photography,2000-10-12,Y,53375,http://www.moma.org/collection/works/53375,16.5,24.9
Continuation,Hann Trier,"(German, 1915â€“1999)",1957,Ink on paper,"19 1/8 x 25"" (48.6 x 63.3 cm)",Gertrud A. Mellon Fund,20.1962,Drawing,Drawings,1962-01-09,Y,33273,http://www.moma.org/collection/works/33273,48.6,63.3
Parked Island Barges on the Hudson,"Gordon Matta-Clark, Harry Shunk, JÃ¡nos Kender","(American, 1943â€“1978) (German, 1924â€“2006) (Hungarian, 1937â€“2009)",1971,Gelatin silver print,"6 9/16 x 9 11/16"" (16.6 x 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and JÃ¡nos Kender,1018.2013.240,Photograph,Photography,2013-10-24,Y,176449,http://www.moma.org/collection/works/176449,16.6,24.6
"Woman Drinking Beer on the Beach, Playa Ancon, Cuba",Raphael Goldchain,"(Canadian, born 1953)",1989,Chromogenic color print,"18 11/16 x 18 7/8"" (47.4 x 48 cm)",Polaroid Foundation Fund,211.1989.x1-x2,Photograph,Photography,1989-10-12,Y,48588,http://www.moma.org/collection/works/48588,47.4,48
Dan Grahamâ€“Pier 18,"Dan Graham, Harry Shunk, JÃ¡nos Kender","(American, born 1942) (German, 1924â€“2006) (Hungarian, 1937â€“2009)",1971,Gelatin silver print,"6 5/8 x 9 11/16"" (16.9 x 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and JÃ¡nos Kender,1018.2013.158,Photograph,Photography,2013-10-24,Y,176160,http://www.moma.org/collection/works/176160,16.9,24.6
"Miami Beach, Florida",William Maguire,"(American, born 1943)",1974,Gelatin silver print,"12 3/8 x 18 1/2"" (31.5 x 47.0 cm)",The Family of Man Fund,314.1982,Photograph,Photography,1982-10-28,Y,50556,http://www.moma.org/collection/works/50556,31.5,47
"Elliot Richardson Press Conference, Austin",Garry Winogrand,"(American, 1928â€“1984)",1973,"Gelatin silver print, printed 1987-88 by Tom Consilvio","14 3/4 x 22 1/16"" (37.5 x 56 cm)",Purchase,777.2007,Photograph,Photography,2007-10-11,Y,111146,http://www.moma.org/collection/works/111146,37.5,56
Lincoln from the portfolio Color Guard Etcetera,Juan Hidalgo,"(Spanish, born 1927)",1991,Lithograph,"Sheet and Composition: 3 9/16 x 26 3/4"" (9 x 67.9 cm)",Purchase,10.1993.40,Print,Prints & Illustrated Books,1993-01-18,N,101392,,9,67.9
"Untitled (from the series ""Tree Wind Paintings"")",Robert Watts,"(American, 1923â€“1988)",1983,Felt-tip pen on printed paper,"24 x 14"" (61 x 35.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3367.2005,Drawing,Drawings,2005-05-10,Y,97688,http://www.moma.org/collection/works/97688,61,35.6
Kitty Crimson,Katharina Bosse,"(German, born 1968)",2001,"Chromogenic color print, printed 2002","24 x 17 11/16"" (61 x 45 cm)",Acquired through the generosity of Howard Stein,130.2002.x1-x2,Photograph,Photography,2002-04-11,Y,84207,http://www.moma.org/collection/works/84207,61,45
Composition M-234,Sal Sirugo,"(American, born Italy 1920)",1984,Ink on paper on paperboard,"2 3/4 x 4 1/4"" (7 x 10.8 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3112.2005,Drawing,Drawings,2005-05-10,Y,97413,http://www.moma.org/collection/works/97413,7,10.8
Untitled,Sam Gilliam,"(American, born 1933)",1971,Dye stain on mulberry paper,"20 5/8 x 26 3/8"" (52.4 x 67.1 cm)","Acquired with matching funds from The Lily Auchincloss Foundation, Inc. and the National Endowment for the Arts",607.1973,Drawing,Drawings,1973-10-26,Y,37566,http://www.moma.org/collection/works/37566,52.4,67.1
ZAMBOANGA,H. C. Westermann,"(American, 1922â€“1981)",1981,Ink and watercolor on paper,"22 1/8 x 30 3/4"" (56.2 x 78.1 cm)",From the Collection of Laura-Lee and Robert Woods,1171.2011,Drawing,Drawings,2012-02-14,Y,148096,http://www.moma.org/collection/works/148096,56.2,78.1
Untitled from The New York Collection for Stockholm,Lee Bontecou,"(American, born 1931)",1973,"Lithograph from a portfolio of seventeen screenprints, nine lithographs, two lithographs with screenprint, one photocopy, and one photograph","composition and sheet: 8 7/8 x 11 15/16"" (22.6 x 30.4 cm)",Gift of Steven M. Feinstein,625.1973.1,Print,Prints & Illustrated Books,1974-01-10,Y,72050,http://www.moma.org/collection/works/72050,22.6,30.4
Untitled (Tower),Cheyney Thompson,"(American, born 1975)",2000,Spray paint and synthetic polymer paint on paper,"14 x 11"" (35.6 x 27.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3242.2005,Drawing,Drawings,2005-05-10,Y,97553,http://www.moma.org/collection/works/97553,35.6,27.9
Czechoslovakia,Josef Koudelka,"(Czech, born 1938)",1965,Gelatin silver print,"14 1/8 x 9 3/8"" (35.8 x 23.9 cm)",Gift of Arthur M. Bullowa,105.1987,Photograph,Photography,1987-04-16,Y,46338,http://www.moma.org/collection/works/46338,35.8,23.9
Paula Nude,Marie Cosindas,"(American, born 1925)",1966,Dye transfer print,"7 1/2 x 5 1/2"" (18.1 x 14.0 cm)","Acquired with matching funds from Samuel William Sax and the National Endowment for the Arts, 1978",322.1978,Photograph,Photography,1978-05-11,Y,50734,http://www.moma.org/collection/works/50734,18.1,14
For Adorno #6,Jake Berthot,"(American, 1939-2014)",1989,Ink on paper,"30 x 22"" (76.2 x 55.9 cm)",Purchase,248.1990.6,Drawing,Drawings,1990-05-08,Y,35582,http://www.moma.org/collection/works/35582,76.2,55.9
Untitled from the series The Pilgrimage,Vladimir Syomin,"(Russian, born 1938)",1990,Gelatin silver print,"6 7/8 x 10 5/16"" (17.5 x 26.2 cm)",John Parkinson III Fund,325.1996,Photograph,Photography,1996-06-13,Y,50853,http://www.moma.org/collection/works/50853,17.5,26.2
Tapestry No. 2: Photo of Bertorelli B. â€“ Tapestry (Teppich Nr. 2: Foto von Bertorelli B. â€“ Gobelin),"Dieter Roth, Ingrid Wiener","(Swiss, born Germany. 1930â€“1998) (Austrian, born 1942)",1974,Color photograph on board with aluminum frame,"frame: 22 5/8 x 30 1/2"" (57.5 x 77.5 cm)",Gift of Franz Wassmer,1880.2008.4,Drawing,Drawings,2008-11-11,N,125133,,57.5,77.5
Woman and Thistle,Wynn Bullock,"(American, 1902â€“1975)",1953,Gelatin silver print,"7 1/2 x 9 1/2"" (19 x 24.2 cm)",Purchase,109.1959,Photograph,Photography,1959-04-22,Y,46391,http://www.moma.org/collection/works/46391,19,24.2
Dogs,Jun Miki,"(Japanese, 1919â€“1992)",1950,Gelatin silver print,"11 x 14 1/4"" (27.9 x 36.2 cm)",Gift of Nihon Keizai Shimbun,447.1959,Photograph,Photography,1959-04-22,Y,53493,http://www.moma.org/collection/works/53493,27.9,36.2
Videy Drawing XIX,Richard Serra,"(American, born 1939)",1991,Paintstik on paper,"24 x 19"" (61 x 48.3 cm)",Gift of the Dannheisser Foundation,218.1996,Drawing,Drawings,1996-05-16,Y,35347,http://www.moma.org/collection/works/35347,61,48.3
Stone Enclosure: Rock Rings,Nancy Holt,"(American, 1938â€“2014)",1978,Pencil on paper,"17 3/4 x 12"" (45.1 x 30.5 cm)",Gift of Sarah-Ann and Werner H. Kramarsky,334.2008,Drawing,Drawings,2008-04-08,Y,117286,http://www.moma.org/collection/works/117286,45.1,30.5
"Akron, Ohio",Lee Friedlander,"(American, born 1934)",1980,Gelatin silver print,"7 1/2 x 11 1/4"" (19.1 x 28.6 cm)",Purchase,884.2,Photograph,Photography,2000-10-12,N,57252,,19.1,28.6
Berkshire Glory,Stanley Boxer,"(American,1926â€“2000)",1997,Etching and aquatint,"sheet 17 13/16 x 17 13/16"" (45 x 45.4 cm)",Gift of The Print Club of New York,541.1997,Print,Prints & Illustrated Books,1997-11-11,N,70843,,45,45.4
Salmon Steak Cow Poke,Chris Finley,"(American, born 1971)",2001,Charcoal on paper,"30 x 22 1/2"" (76.2 x 57.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1665.2005,Drawing,Drawings,2005-05-10,Y,95933,http://www.moma.org/collection/works/95933,76.2,57.2
Architecture Panoramas,Jan Dibbets,"(Dutch, born 1941)",1971,Chromogenic color print,"8 9/16 x 11 3/16"" (21.7 x 28.4 cm)",Anonymous gift,221.2014.135,Photograph,Photography,2014-05-08,N,185118,,21.7,28.4
La Quadratura del dieci from Insicuro Noncurante,Alighiero Boetti,"(Italian, 1940â€“1994)",1966,One from a portfolio of eighty two mixed media prints,"each: 21 5/8 x 17 11/16"" (55 x 45 cm)",Committee on Prints and Illustrated Books Fund with support from Marie-JosÃ©e and Henry R. Kravis,898.2010.49,Print,Prints & Illustrated Books,2010-11-10,Y,157016,http://www.moma.org/collection/works/157016,55,45
Garry Winogrand,Lee Friedlander,"(American, born 1934)",1960,Gelatin silver print,"5 7/16 x 8 1/4"" (13.8 x 20.9 cm)",Purchase,993.2,Photograph,Photography,2000-10-12,N,57440,,13.8,20.9
"Untitled, no. 16 of 19, from the portfolio, Fugue",Louise Bourgeois,"(American, born France. 1911â€“2010)",2003,Screenprint and lithograph,"sheet: 11 13/16 x 16"" (30 x 40.7 cm)",Gift of the artist,707.2006.16,Print,Prints & Illustrated Books,2006-11-14,Y,106171,http://www.moma.org/collection/works/106171,30,40.7
I've had many toothbrushes,Beth Campbell,"(American, born 1971)",2003,Watercolor and pencil on paper,"22 1/4 x 30 1/2"" (56.5 x 77.5 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1397.2005,Drawing,Drawings,2005-05-10,Y,95651,http://www.moma.org/collection/works/95651,56.5,77.5
Ben Johnson and Family,Marvin Rhodes,"(American, born 1948)",1985,Gelatin silver print,"14 3/4 x 14 3/4"" (37.4 x 37.5 cm)",Gift of the photographer,363.1986,Photograph,Photography,1986-10-16,Y,51800,http://www.moma.org/collection/works/51800,37.4,37.5
AIDS (Wallpaper),General Idea,(Canadian),1988,Screenprinted wallpaper,"Sheet: 11 x 8 1/2"" (27.9 x 21.6 cm)",Gift of Richard Gerrig and Timothy Peterson in celebration of the Museum's reopening,422.2004,Print,Prints & Illustrated Books,2004-10-07,N,93925,,27.9,21.6
Untitled,Jan Groover,"(American, 1943â€“2012)",1988,Chromogenic color print,"16 9/16 x 23 1/8"" (42 x 58.7 cm)",John Parkinson III Fund,266.1988,Photograph,Photography,1988-10-13,Y,49754,http://www.moma.org/collection/works/49754,42,58.7
Untitled,Garry Winogrand,"(American, 1928â€“1984)",1963,Gelatin silver print,"9 1/4 x 13 7/16"" (23.5 x 34.1 cm)",Purchase and gift of Barbara Schwartz in memory of Eugene M. Schwartz,439.1998,Photograph,Photography,1998-06-11,N,53406,,23.5,34.1
Goat,Tom Knechtel,"(American, born 1952)",2002,Pastel on paper,"8 x 11 3/4"" (20.3 x 29.8 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2101.2005,Drawing,Drawings,2005-05-10,Y,96396,http://www.moma.org/collection/works/96396,20.3,29.8
CTA-104-E,Victor Vasarely,"(French, born Hungary 1908â€“1997)",1965,Synthetic polymer and metallic paint on board,"31 3/8 x 31 3/8"" (79.6 x 79.5 cm)",Given in memory of G. David Thompson by his New York friends,181.1966,Drawing,Drawings,1966-02-08,Y,35099,http://www.moma.org/collection/works/35099,79.6,79.5
Opus 67 No. 1,Tom Levine,"(American, born 1945)",1987,Charcoal on paper,"18 x 14 7/8"" (45.7 x 38 cm)",Gift of the artist in memory of Jack Boulton,210.1988,Drawing,Drawings,1988-05-05,Y,35267,http://www.moma.org/collection/works/35267,45.7,38
"Semmy Riekerk, the Netherlands from the series Rescuers of the Holocaust",Gay Block,"(American, born 1942)",1988,Chromogenic color print,"22 1/2 x 17 1/2"" (57.1 x 44.4 cm)",Gift of the photographer,481.1994.x1-x2,Photograph,Photography,1994-10-13,Y,54153,http://www.moma.org/collection/works/54153,57.1,44.4
Richard Prince and Frank Majore,Timothy Greenfield-Sanders,"(American, born 1952)",1988,Color instant print (Polaroid),"24 x 20"" (61 x 50.8 cm)","Gift of Agnes Gund, Isca Greenfield-Sanders and Timothy Greenfield-Sanders",459.2013.9,Photograph,Photography,2013-05-09,Y,168574,http://www.moma.org/collection/works/168574,61,50.8
"Hold my Bones Together, state II",Louise Bourgeois,"(American, born France. 1911â€“2010)",1999,Drypoint,"plate: 4 15/16 x 8 3/8"" (12.5 x 21.3 cm)",Gift of the artist,1435.2008,Print,Prints & Illustrated Books,2008-10-08,N,119364,,12.5,21.3
May Night,Horst-Egon Kalinowski,"(German, 1924â€“2013)",1961,"Collage of gouache, velvet, metal thread, mounted on paper","12 1/2 x 22"" (31.7 x 55.7 cm)",Philip C. Johnson Fund,297.1961,Drawing,Drawings,1961-11-08,N,36069,,31.7,55.7
Navigation without Numbers,Wynn Bullock,"(American, 1902â€“1975)",1957,Gelatin silver print,"6 3/16 x 8 5/8"" (15.7 x 21.9 cm)",Purchase,613.1976,Photograph,Photography,1976-12-08,Y,55592,http://www.moma.org/collection/works/55592,15.7,21.9
Strong Winds Blow in Western Ireland,Dorothea Lange,"(American, 1895â€“1965)",1954,Gelatin silver print,"9 11/16 x 7 3/8"" (24.6 x 18.8 cm)",Purchase,555.1995,Photograph,Photography,1995-06-15,N,55088,,24.6,18.8
Untitled,Joel Meyerowitz,"(American, born 1938)",1966,Gelatin silver print,"9 x 13 1/4"" (22.9 x 33.7 cm)",The Ben Schultz Memorial Collection. Gift of the photographer,354.1968,Photograph,Photography,1968-03-06,N,51553,,22.9,33.7
Lonely Twins,Teresa Moro,"(Spanish, born 1970)",1999,Gouache on paper,"13 7/8 x 19 3/4"" (35.2 x 50.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2461.2005,Drawing,Drawings,2005-05-10,Y,96738,http://www.moma.org/collection/works/96738,35.2,50.2
Un Cyclope,Jean-Luc Verna,"(French, born 1966)",2003,Transfer drawing with colored pencil on paper,"13 1/4 x 9 7/8"" (33.7 x 25.1 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3339.2005,Drawing,Drawings,2005-05-10,Y,97643,http://www.moma.org/collection/works/97643,33.7,25.1
Untitled,Sigmar Polke,"(German, 1941â€“2010)",2002,Synthetic polymer paint on paper,"39 1/4 x 27 1/2"" (99.7 x 69.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2816.2005,Drawing,Drawings,2005-05-10,Y,97099,http://www.moma.org/collection/works/97099,99.7,69.9
"Untitled, plate 6 of 8, from the illustrated book, the puritan",Louise Bourgeois,"(American, born France. 1911â€“2010)",1990,Engraving,"plate: 16 3/4 x 12 7/8"" (42.6 x 32.7 cm)",Gift of the artist,514.1993,Print,Prints & Illustrated Books,1993-11-17,Y,70344,http://www.moma.org/collection/works/70344,42.6,32.7
Fashion Collage: 9,Sherrie Levine,"(American, born 1947)",1979,Cut-and-pasted printed paper and pencil on paper,"24 x 18"" (61 x 45.7 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2203.2005.3,Drawing,Drawings,2005-05-10,Y,96492,http://www.moma.org/collection/works/96492,61,45.7
Fluxorchestra Circular Letter No. 2 for Fluxorchestra at Carnegie Recital Hall,,,1965,Offset,"sheet: 10 13/16 x 8 3/8"" (27.5 x 21.2 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2186.2008,Print,Prints & Illustrated Books,2008-10-08,N,127676,,27.5,21.2
"Untitled (Study for Untitled, plate 4 of 5, from the illustrated book, and plate 4 of 7, from the portfolio, Metamorfosis)",Louise Bourgeois,"(American, born France. 1911â€“2010)",1997,"Photocopy, with hand additions","sheet: 15 3/16 x 15 15/16"" (38.5 x 40.5 cm)",Gift of the artist,482.201,Drawing,Prints & Illustrated Books,2010-06-09,Y,136114,http://www.moma.org/collection/works/136114,38.5,40.5
Untitled,Yutaka Matsuzawa,"(Japanese, 1922â€“2006)",1960,,"sheet: 9 13/16 x 6 9/16"" (24.9 x 16.6 cm)",Art & Project/Depot VBVR Gift,1063.2007.7,Print,Prints & Illustrated Books,2007-11-12,N,192558,,24.9,16.6
"Outskirts of Morton, Mississippi, Halloween",William Eggleston,"(American, born 1939)",1971,Dye transfer print,"11 15/16 x 17 13/16"" (30.3 x 45.2 cm)",David H. McAlpin Fund,48.1976,Photograph,Photography,1976-02-24,Y,44760,http://www.moma.org/collection/works/44760,30.3,45.2
Untitled from the series Paris,Sigmar Polke,"(German, 1941â€“2010)",1971,Gelatin silver print,"9 3/8 x 7 1/16"" (23.8 x 18 cm)",Acquired through the generosity of Edgar Wachenheim III and Ronald S. Lauder,918.2011,Photograph,Photography,2011-10-03,Y,149071,http://www.moma.org/collection/works/149071,23.8,18
Margarita Perez,Dave Heath,"(American, born 1931)",1963,Gelatin silver print,"7 3/4 x 9 1/4"" (19.7 x 23.5 cm)",Purchase,1192.1964,Photograph,Photography,1964-11-10,Y,57843,http://www.moma.org/collection/works/57843,19.7,23.5
"Little Chef in Rain, St. Neots, Cambridgeshire",Paul Graham,"(British, born 1956)",1982,"Pigmented inkjet print, printed 2011","8 x 9 15/16"" (20.3 x 25.3 cm)",Committee on Photography Fund,422.2011.12,Photograph,Photography,2011-05-18,N,161861,,20.3,25.3
No Title (Where are set),Raymond Pettibon,"(American, born 1957)",1997,Ink and watercolor on paper,"12 1/4 x 19 1/2"" (31.1 x 49.5 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2726.2005,Drawing,Drawings,2005-05-10,Y,97002,http://www.moma.org/collection/works/97002,31.1,49.5
